id,word,fast_meaning,example_sentence,source,sort_order,created_at,updated_at
1,aberrant,departing from the norm,The aberrant result was removed only after the lab found a recording error. | Such aberrant behavior is unusual for him. | The software crashed due to an aberrant code loop. | They studied the aberrant cell growth. | The weather has been completely aberrant lately.,sat_300_plus_vocab_dataset,11,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
271,substantiate,support with solid evidence,"The committee asked the speaker to substantiate the allegation before repeating it publicly. | The editorial tried to substantiate the accusation, but its evidence was too thin to persuade careful readers. | Rather than substantiate the accusation, the author acknowledged uncertainty and strengthened the argument. | The committee’s attempt to substantiate the accusation became a central issue in the investigation. | In the final paragraph, new testimony helps substantiate the accusation and changes the reader’s interpretation.",sat_300_plus_vocab_dataset,100271,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
272,substantive,having real importance or substance,"The revision was substantive, changing the argument rather than merely correcting grammar. | The substantive revision changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its substantive revision became clear once the evidence was examined. | In the debate, the speaker’s substantive revision mattered as much as the facts he presented. | A careful reader would notice how the substantive revision reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100272,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
273,succinct,brief and clear,The best summary was succinct yet captured the argument's nuance. | Please keep your answers succinct and to the point. | The succinct instructions are easy to follow. | A succinct text message informed him of the change. | The succinct presentation won over the busy executives.,sat_300_plus_vocab_dataset,267,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
274,supercilious,arrogantly disdainful or superior,"The critic’s supercilious tone suggested that popular taste was beneath consideration. | The supercilious tone changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its supercilious tone became clear once the evidence was examined. | In the debate, the speaker’s supercilious tone mattered as much as the facts he presented. | A careful reader would notice how the supercilious tone reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100274,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
275,superfluous,more than necessary,The final paragraph was superfluous because it repeated earlier points. | The superfluous decorations made the room look cluttered. | A superfluous amount of salt ruined the soup. | The manual contains superfluous information that confuses users. | The superfluous buttons on the remote control are never used.,sat_300_plus_vocab_dataset,268,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
276,supplant,replace or displace,Digital archives began to supplant paper records in many libraries. | The new technology will eventually supplant the old systems. | The rebel leader sought to supplant the current dictator. | The invasive weed has supplanted the native flowers. | Electric cars are slowly supplanting gas-powered vehicles.,sat_300_plus_vocab_dataset,269,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
277,surreptitious,done secretly or stealthily,"The student made a surreptitious recording of the meeting, later raising privacy concerns. | The surreptitious meeting changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its surreptitious meeting became clear once the evidence was examined. | In the debate, the speaker’s surreptitious meeting mattered as much as the facts he presented. | A careful reader would notice how the surreptitious meeting reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100277,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
278,tacit,understood without words,Their tacit agreement allowed the meeting to proceed smoothly. | The tacit approval of the manager was all he needed. | There is a tacit understanding between the two rivals. | The nod was a tacit signal to begin the operation. | A tacit rule prevents employees from dating each other.,sat_300_plus_vocab_dataset,270,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
279,taciturn,habitually saying very little,The taciturn scientist preferred data to long explanations. | The taciturn teenager barely spoke at dinner. | The taciturn cowboy is a classic movie trope. | The taciturn driver ignored the passengers' questions. | Being taciturn doesn't mean you have nothing to say.,sat_300_plus_vocab_dataset,271,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
280,tangential,only slightly related,"The anecdote was interesting but tangential to the essay’s main claim. | The tangential point changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its tangential point became clear once the evidence was examined. | In the debate, the speaker’s tangential point mattered as much as the facts he presented. | A careful reader would notice how the tangential point reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100280,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
281,tantamount,equivalent in effect,"The budget cut was tantamount to canceling the program because no staff would remain. | The tantamount refusal changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its tantamount refusal became clear once the evidence was examined. | In the debate, the speaker’s tantamount refusal mattered as much as the facts he presented. | A careful reader would notice how the tantamount refusal reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100281,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
282,tenable,able to be defended,The theory remained tenable because new data supported its main prediction. | His position is no longer tenable. | We need a tenable solution to this crisis. | The fort was tenable against the siege. | She offered a tenable alternative to the plan.,sat_300_plus_vocab_dataset,7,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
283,tentative,uncertain and not final,"The committee reached a tentative agreement, pending approval from both departments. | The tentative conclusion changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its tentative conclusion became clear once the evidence was examined. | In the debate, the speaker’s tentative conclusion mattered as much as the facts he presented. | A careful reader would notice how the tentative conclusion reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100283,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
284,tenuous,weak or uncertain,The connection between the two events remained tenuous. | The tenuous thread snapped under the weight. | The government's grip on power is incredibly tenuous. | The tenuous evidence was thrown out by the judge. | The tenuous peace agreement collapsed after a week.,sat_300_plus_vocab_dataset,272,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
285,terse,brief and abrupt,"The director’s terse email announced the delay without explanation. | The terse memo changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its terse memo became clear once the evidence was examined. | In the debate, the speaker’s terse memo mattered as much as the facts he presented. | A careful reader would notice how the terse memo reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100285,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
